seed,episode,episode_length,total_reward,average_reward_per_step,average_absolute_td_error,epsilon,timesteps
11,1,250,-476.46783447265625,-1.9058713912963867,0.0,1.0,250
11,2,250,-484.2459716796875,-1.9369839429855347,0.0,0.9996041655540466,500
11,3,250,-378.4178466796875,-1.5136713981628418,0.0,0.9992083311080933,750
11,4,250,-492.10809326171875,-1.9684324264526367,0.0,0.9988124966621399,1000
11,5,250,-484.3366394042969,-1.9373465776443481,0.37136679887771606,0.9984166622161865,1250
11,6,250,-487.2447204589844,-1.9489789009094238,0.07576914131641388,0.9980208277702332,1500
11,7,250,-490.6680908203125,-1.9626723527908325,0.05478900671005249,0.9976249933242798,1750
11,8,250,-446.6180419921875,-1.786472201347351,0.04206981509923935,0.9972291588783264,2000
11,9,250,-477.64825439453125,-1.910593032836914,0.09251242876052856,0.996833324432373,2250
11,10,250,-468.5890808105469,-1.8743562698364258,0.04002761095762253,0.9964374899864197,2500
11,11,250,-459.4073791503906,-1.8376295566558838,0.027914704754948616,0.9960416555404663,2750
11,12,250,-462.19921875,-1.8487968444824219,0.022545795887708664,0.9956458210945129,3000
11,13,250,-466.5727844238281,-1.8662911653518677,0.08090270310640335,0.9952499866485596,3250
11,14,250,-427.78948974609375,-1.7111579179763794,0.036696743220090866,0.9948541522026062,3500
11,15,250,-487.539794921875,-1.9501591920852661,0.030358167365193367,0.9944583177566528,3750
11,16,250,-489.4675598144531,-1.9578702449798584,0.02508876658976078,0.9940624833106995,4000
11,17,250,-392.7603454589844,-1.5710413455963135,0.07651998102664948,0.9936666488647461,4250
11,18,250,-487.7169189453125,-1.9508676528930664,0.04222825542092323,0.9932708144187927,4500
11,19,250,-491.7547302246094,-1.967018961906433,0.032481465488672256,0.9928749799728394,4750
11,20,250,-480.090576171875,-1.9203623533248901,0.03070008009672165,0.992479145526886,5000
11,21,250,-474.12713623046875,-1.8965085744857788,0.07832998037338257,0.9920833110809326,5250
11,22,250,-490.39306640625,-1.961572289466858,0.04546010494232178,0.9916874766349792,5500
11,23,250,-490.8318176269531,-1.9633272886276245,0.03497738018631935,0.9912916421890259,5750
11,24,250,-488.99822998046875,-1.9559929370880127,0.03136009722948074,0.9908958077430725,6000
11,25,250,-485.4456787109375,-1.9417827129364014,0.07751122862100601,0.9904999732971191,6250
11,26,250,-460.3343505859375,-1.8413374423980713,0.0448404960334301,0.9901041388511658,6500
11,27,250,-450.16510009765625,-1.8006603717803955,0.03918624669313431,0.9897083044052124,6750
11,28,250,-481.1905517578125,-1.92476224899292,0.03728292137384415,0.9893125295639038,7000
11,29,250,-493.2890625,-1.973156213760376,0.08060997724533081,0.9889166951179504,7250
11,30,250,-395.7113037109375,-1.5828452110290527,0.05124659091234207,0.9885208606719971,7500
11,31,250,-486.2981262207031,-1.9451924562454224,0.046511806547641754,0.9881250262260437,7750
11,32,250,-488.0705871582031,-1.9522823095321655,0.04402156174182892,0.9877291917800903,8000
11,33,250,-478.7660217285156,-1.9150640964508057,0.09090053290128708,0.987333357334137,8250
