episode,episode_length,total_reward,average_reward_per_step,average_absolute_td_error,epsilon,timesteps
645,200,-117.13142,-0.5856571,5.323075199127198,0.48937895833333345,129000
646,200,-87.71012,-0.4385506,5.844709091186523,0.4885872916666666,129200
647,200,-122.899163,-0.6144958150000001,5.685146102905273,0.48779562500000007,129400
648,200,-140.473544,-0.70236772,5.538001575469971,0.48700395833333343,129600
649,200,-49.839115,-0.249195575,5.391260395050049,0.48621229166666646,129800
650,200,-37.835689,-0.189178445,5.405508103370667,0.48542062499999994,130000
651,200,-29.561389,-0.147806945,6.003414106369019,0.4846289583333333,130200
652,200,-96.993242,-0.48496620999999995,5.550650444030762,0.4838372916666668,130400
653,200,-73.655459,-0.36827729499999995,5.485554094314575,0.48304562500000015,130600
654,200,-92.089635,-0.460448175,5.468480896949768,0.4822539583333333,130800
655,200,-176.089699,-0.880448495,5.378829755783081,0.48146229166666665,131000
656,200,-91.861601,-0.45930800499999996,5.930465898513794,0.48067062500000013,131200
657,200,-130.502027,-0.652510135,5.685389528274536,0.47987895833333316,131400
658,200,-65.199945,-0.325999725,5.696716527938843,0.4790872916666665,131600
659,200,-53.314017,-0.266570085,5.493568449020386,0.478295625,131800
660,200,-92.139804,-0.46069902,5.423875379562378,0.47750395833333337,132000
661,200,-166.048431,-0.830242155,6.015865888595581,0.47671229166666684,132200
662,200,-52.686219,-0.263431095,5.8095619678497314,0.4759206249999999,132400
663,200,-84.086308,-0.42043154,5.521965608596802,0.47512895833333324,132600
664,200,-100.398135,-0.5019906749999999,5.584142007827759,0.4743372916666667,132800
665,200,-81.375637,-0.406878185,5.354696168899536,0.47354562499999986,133000
666,200,-69.401526,-0.34700763,6.000642719268799,0.4727539583333332,133200
667,200,-100.029627,-0.500148135,5.789130210876465,0.4719622916666667,133400
668,200,-56.714338,-0.28357169,5.5764733505249025,0.47117062500000007,133600
669,200,-24.467243,-0.122336215,5.57039050579071,0.47037895833333354,133800
670,200,-103.472601,-0.517363005,5.371447467803955,0.4695872916666666,134000
671,200,-87.814289,-0.439071445,5.943448915481567,0.46879562500000005,134200
672,200,-82.77553,-0.41387765000000004,5.742610349655151,0.4680039583333334,134400
673,200,-94.440225,-0.472201125,5.4526721334457395,0.46721229166666645,134600
674,200,-110.973468,-0.5548673399999999,5.702936019897461,0.4664206249999999,134800
675,200,-75.301624,-0.37650812,5.688900527954101,0.4656289583333333,135000
676,200,-112.474094,-0.56237047,6.144741134643555,0.46483729166666676,135200
677,200,-25.753612,-0.12876806,5.799764804840088,0.46404562500000013,135400
678,200,-62.681153,-0.313405765,5.579917211532592,0.46325395833333316,135600
679,200,-69.59761,-0.34798805,5.542668294906616,0.46246229166666664,135800
680,200,-93.74586,-0.46872929999999996,5.530926971435547,0.461670625,136000
681,200,-82.030889,-0.41015444500000003,5.883197498321533,0.46087895833333314,136200
682,200,-70.236517,-0.35118258500000005,5.7692380714416505,0.4600872916666665,136400
683,200,-82.48934,-0.4124467,5.698509225845337,0.459295625,136600
684,200,-91.589155,-0.457945775,5.398621845245361,0.45850395833333335,136800
685,200,-75.791533,-0.378957665,5.561398563385009,0.4577122916666668,137000
686,200,-61.322153,-0.306610765,5.738727178573608,0.45692062499999997,137200
687,200,-69.153567,-0.34576783499999997,5.686772007942199,0.45612895833333333,137400
688,200,-62.075927,-0.310379635,5.560749626159668,0.4553372916666668,137600
689,200,-105.180905,-0.525904525,5.612018928527832,0.45454562499999984,137800
690,200,-69.148626,-0.34574312999999995,5.600140008926392,0.4537539583333332,138000
691,200,-49.222718,-0.24611359,5.71615364074707,0.4529622916666667,138200
692,200,-25.154612,-0.12577306,5.564561128616333,0.45217062500000005,138400
693,200,-78.98563,-0.39492815,5.639565587043762,0.4513789583333335,138600
694,200,-91.493065,-0.45746532500000003,5.492348127365112,0.45058729166666656,138800
695,200,-91.815635,-0.459078175,5.555191035270691,0.4497956249999999,139000
696,200,-63.024879,-0.315124395,5.7905922746658325,0.4490039583333334,139200
697,200,-76.847635,-0.38423817499999996,5.5658932971954345,0.44821229166666643,139400
698,200,-87.483273,-0.437416365,5.494319295883178,0.4474206249999999,139600
699,200,-58.64467,-0.29322335,5.489164705276489,0.44662895833333327,139800
700,200,-80.985429,-0.404927145,5.362808027267456,0.44583729166666675,140000
701,200,-89.148287,-0.44574143499999996,5.803497428894043,0.4450456250000001,140200
702,200,-48.005062,-0.24002531000000002,5.511504878997803,0.44425395833333314,140400
703,200,-90.297587,-0.45148793499999995,5.563529424667358,0.4434622916666666,140600
704,200,-46.077336,-0.23038668,5.439881863594056,0.442670625,140800
705,200,-136.269844,-0.68134922,5.4367358684539795,0.4418789583333331,141000
706,200,-164.756255,-0.8237812750000001,5.589109797477722,0.4410872916666666,141200
707,200,-82.622562,-0.41311281,5.439917764663696,0.44029562499999997,141400
708,200,-74.092544,-0.37046272,5.454982452392578,0.43950395833333344,141600
709,200,-27.43998,-0.13719989999999999,5.493724031448364,0.4387122916666668,141800
710,200,-132.681397,-0.6634069850000001,5.451167097091675,0.43792062499999984,142000
711,200,-67.550407,-0.33775203500000006,5.726523160934448,0.4371289583333333,142200
712,200,-87.230763,-0.436153815,5.2596954822540285,0.4363372916666667,142400
713,200,-82.227588,-0.41113794,5.454644699096679,0.4355456249999998,142600
714,200,-80.333285,-0.401666425,5.451052703857422,0.4347539583333332,142800
715,200,-76.45591,-0.38227955,5.350951056480408,0.43396229166666667,143000
716,200,-121.701099,-0.608505495,5.683425598144531,0.43317062500000003,143200
717,200,-107.870841,-0.539354205,5.590798397064209,0.4323789583333335,143400
718,200,-102.089439,-0.510447195,5.485219058990478,0.43158729166666654,143600
719,200,-76.504658,-0.38252329,5.316458539962769,0.4307956249999999,143800
720,200,-102.911744,-0.51455872,5.6084671974182125,0.4300039583333334,144000
721,200,-96.315417,-0.48157708499999996,5.835328197479248,0.4292122916666664,144200
722,200,-80.797238,-0.40398618999999997,5.525796070098877,0.4284206249999998,144400
723,200,-84.716022,-0.42358010999999995,5.434306178092957,0.42762895833333325,144600
724,200,-102.158764,-0.5107938200000001,5.373897404670715,0.4268372916666666,144800
725,200,-118.514913,-0.592574565,5.368861351013184,0.4260456250000001,145000
726,200,-96.144902,-0.48072451,5.5445371341705325,0.42525395833333324,145200
727,200,-10.182996,-0.05091498,5.464368743896484,0.4244622916666666,145400
728,200,-72.368128,-0.36184064,5.335405354499817,0.4236706250000001,145600
729,200,-55.88942,-0.2794471,5.360781888961792,0.42287895833333344,145800
730,200,-112.046039,-0.5602301949999999,5.444696011543274,0.4220872916666669,146000
731,200,-95.79017,-0.47895085000000004,5.662069835662842,0.42129562499999995,146200
732,200,-73.679325,-0.36839662500000003,5.382592630386353,0.4205039583333334,146400
733,200,-108.753062,-0.54376531,5.451437196731567,0.4197122916666668,146600
734,200,-101.863235,-0.509316175,5.479867143630981,0.4189206249999998,146800
735,200,-114.194743,-0.570973715,5.547939047813416,0.4181289583333333,147000
736,200,-78.640423,-0.393202115,5.735329284667968,0.41733729166666667,147200
737,200,-59.094689,-0.295473445,5.3178701496124265,0.41654562500000014,147400
738,200,-57.948619,-0.289743095,5.5061877346038814,0.4157539583333335,147600
739,200,-54.819122,-0.27409561,5.492211151123047,0.41496229166666654,147800
740,200,-111.855129,-0.559275645,5.4694239616394045,0.414170625,148000
741,200,-40.077891,-0.200389455,5.765151243209839,0.4133789583333334,148200
742,200,-42.868108,-0.21434054,5.472732706069946,0.4125872916666665,148400
743,200,-64.136183,-0.320680915,5.575092725753784,0.4117956249999999,148600
744,200,-89.53331,-0.44766655,5.4970077419281,0.41100395833333336,148800
745,200,-78.3778,-0.391889,5.473751435279846,0.41021229166666673,149000
746,200,-76.518592,-0.38259296,5.818336067199707,0.4094206250000002,149200
747,200,-107.086408,-0.53543204,5.579091768264771,0.40862895833333335,149400
748,200,-82.104549,-0.410522745,5.5841110849380495,0.4078372916666667,149600
749,200,-78.882107,-0.394410535,5.502032508850098,0.4070456250000002,149800
750,200,-75.262163,-0.376310815,5.394824113845825,0.4062539583333332,150000
751,200,-72.995567,-0.364977835,5.7720622634887695,0.4054622916666666,150200
752,200,-81.946976,-0.40973488,5.563914575576782,0.40467062500000006,150400
753,200,-96.969708,-0.48484854,5.593884263038635,0.4038789583333334,150600
754,200,-88.305426,-0.44152713,5.712065877914429,0.4030872916666669,150800
755,200,-81.834013,-0.40917006499999997,5.54703429222107,0.40229562499999993,151000
756,200,-88.108809,-0.440544045,5.830776138305664,0.4015039583333333,151200
757,200,-69.447349,-0.347236745,5.677107696533203,0.4007122916666668,151400
758,200,-78.07609,-0.39038045,5.719682083129883,0.3999206249999998,151600
759,200,-59.145493,-0.295727465,5.675581531524658,0.3991289583333333,151800
760,200,-105.083496,-0.52541748,5.4726388645172115,0.39833729166666665,152000
761,200,-68.166383,-0.340831915,5.890082788467407,0.3975456250000001,152200
762,200,-51.178061,-0.255890305,5.6839806079864506,0.3967539583333335,152400
763,200,-91.935441,-0.459677205,5.6393340301513675,0.39596229166666663,152600
764,200,-58.832967,-0.29416483499999996,5.618411474227905,0.3951706250000001,152800
765,200,-97.650183,-0.488250915,5.728581838607788,0.3943789583333335,153000
766,200,-75.101537,-0.375507685,6.085923976898194,0.3935872916666665,153200
767,200,-78.022485,-0.39011242500000004,5.6521978759765625,0.392795625,153400
768,200,-22.634973,-0.113174865,5.864650783538818,0.39200395833333335,153600
769,200,-64.902636,-0.32451318,5.821815490722656,0.3912122916666668,153800
770,200,-56.594639,-0.282973195,5.52074143409729,0.3904206250000002,154000
771,200,-50.087941,-0.250439705,6.072007780075073,0.3896289583333332,154200
772,200,-66.729339,-0.333646695,5.700977745056153,0.3888372916666667,154400
773,200,-99.091007,-0.49545503500000004,5.764831752777099,0.38804562500000006,154600
774,200,-96.852552,-0.48426276,5.683203506469726,0.3872539583333332,154800
775,200,-68.712696,-0.34356348,5.582165460586548,0.38646229166666657,155000
776,200,-79.802915,-0.399014575,6.155247039794922,0.38567062500000004,155200
777,200,-60.872913,-0.304364565,6.026540145874024,0.3848789583333334,155400
778,200,-110.042118,-0.55021059,5.809882183074951,0.3840872916666669,155600
779,200,-99.905153,-0.499525765,5.807677392959595,0.3832956249999999,155800
780,200,-115.995982,-0.57997991,5.845315799713135,0.3825039583333333,156000
781,200,-59.00763,-0.29503815,6.119650182723999,0.38171229166666676,156200
782,200,-28.652263,-0.143261315,5.888175754547119,0.3809206249999999,156400
783,200,-128.64013,-0.64320065,5.753592267036438,0.38012895833333327,156600
784,200,-93.212304,-0.46606152,5.70523063659668,0.37933729166666674,156800
785,200,-52.226838,-0.26113419,5.719594869613648,0.3785456250000001,157000
786,200,-78.903761,-0.39451880500000003,5.893932185173035,0.3777539583333336,157200
787,200,-93.203213,-0.46601606500000003,5.790754013061523,0.3769622916666666,157400
788,200,-77.656269,-0.388281345,5.94216474533081,0.376170625,157600
789,200,-85.342365,-0.426711825,5.824939765930176,0.37537895833333346,157800
790,200,-96.139598,-0.48069799,5.737208948135376,0.3745872916666665,158000
791,200,-71.626916,-0.35813458,6.221599793434143,0.37379562499999996,158200
792,200,-85.466724,-0.42733361999999997,5.709100184440612,0.37300395833333333,158400
793,200,-81.316324,-0.40658162,5.760177564620972,0.3722122916666668,158600
794,200,-64.509239,-0.322546195,5.724254121780396,0.37142062500000017,158800
795,200,-77.321527,-0.386607635,5.904787635803222,0.3706289583333332,159000
796,200,-105.413664,-0.52706832,6.184318866729736,0.3698372916666667,159200
797,200,-82.080745,-0.41040372499999994,5.8060503101348875,0.36904562500000004,159400
798,200,-114.806477,-0.574032385,6.025478267669678,0.3682539583333331,159600
799,200,-94.989465,-0.474947325,5.757344808578491,0.36746229166666655,159800
800,200,-89.556975,-0.44778487499999997,5.620599889755249,0.3666706249999999,160000
801,200,-102.255907,-0.511279535,5.88408203125,0.3658789583333334,160200
802,200,-64.919159,-0.32459579499999996,6.010275764465332,0.36508729166666676,160400
803,200,-78.095967,-0.390479835,5.911605138778686,0.3642956249999999,160600
804,200,-96.521258,-0.48260629,5.967957763671875,0.3635039583333334,160800
805,200,-67.417611,-0.33708805499999994,5.590175943374634,0.36271229166666674,161000
806,200,-54.764547,-0.273822735,6.038993425369263,0.3619206249999999,161200
807,200,-64.827023,-0.324135115,5.943936138153076,0.36112895833333325,161400
808,200,-117.018887,-0.585094435,5.752139487266541,0.3603372916666667,161600
809,200,-57.275512,-0.28637756,5.948998098373413,0.3595456250000001,161800
810,200,-57.80274,-0.2890137,5.701024360656739,0.35875395833333357,162000
811,200,-105.447671,-0.527238355,6.057906141281128,0.3579622916666666,162200
812,200,-125.361369,-0.626806845,6.111216707229614,0.35717062499999996,162400
813,200,-94.67534,-0.47337670000000004,5.885847015380859,0.35637895833333344,162600
814,200,-91.455705,-0.457278525,5.955392827987671,0.35558729166666647,162800
815,200,-80.752308,-0.40376154,5.869433012008667,0.35479562499999984,163000
816,200,-64.944448,-0.32472224,6.234969444274903,0.3540039583333333,163200
817,200,-74.374345,-0.37187172500000004,6.128693323135376,0.3532122916666667,163400
818,200,-34.605022,-0.17302510999999998,5.853158235549927,0.35242062500000015,163600
819,200,-65.903465,-0.32951732499999997,5.951674823760986,0.3516289583333332,163800
820,200,-97.027837,-0.48513918500000003,5.906005239486694,0.35083729166666666,164000
821,200,-105.852461,-0.529262305,6.225806293487548,0.350045625,164200
822,200,-92.713191,-0.463565955,6.14451229095459,0.34925395833333317,164400
823,200,-71.691288,-0.35845644,6.162139797210694,0.34846229166666665,164600
824,200,-76.843763,-0.384218815,6.109142160415649,0.347670625,164800
825,200,-77.917563,-0.389587815,5.930648469924927,0.3468789583333335,165000
826,200,-63.192049,-0.315960245,6.122868528366089,0.34608729166666685,165200
827,200,-49.887244,-0.24943622000000001,5.910904846191406,0.3452956249999999,165400
828,200,-90.482093,-0.45241046500000004,6.119813566207886,0.34450395833333336,165600
829,200,-82.23166,-0.41115830000000003,6.125339221954346,0.3437122916666667,165800
830,200,-67.104254,-0.33552127,5.94637692451477,0.34292062499999976,166000
831,200,-67.077297,-0.335386485,6.126619815826416,0.34212895833333323,166200
832,200,-98.385348,-0.49192674,6.231971979141235,0.3413372916666666,166400
833,200,-60.958585,-0.304792925,6.247770576477051,0.3405456250000001,166600
834,200,-62.973391,-0.314866955,5.869642133712769,0.33975395833333344,166800
835,200,-61.670781,-0.308353905,5.8656331825256345,0.3389622916666666,167000
836,200,-63.100169,-0.31550084500000003,6.212494411468506,0.33817062499999995,167200
837,200,-63.983424,-0.31991712,6.190294466018677,0.3373789583333334,167400
838,200,-0.695312,-0.00347656,6.066442222595215,0.33658729166666645,167600
839,200,-68.325145,-0.34162572500000005,5.785065412521362,0.3357956249999998,167800
840,200,-75.837701,-0.37918850499999995,5.892071104049682,0.3350039583333333,168000
841,200,-67.4828,-0.337414,6.074870433807373,0.33421229166666666,168200
842,200,-98.482805,-0.492414025,6.124522876739502,0.33342062500000014,168400
843,200,-68.90902,-0.3445451,6.038223533630371,0.3326289583333333,168600
844,200,-84.910534,-0.42455266999999997,6.055512580871582,0.33183729166666665,168800
845,200,-96.541871,-0.482709355,5.957176284790039,0.3310456250000001,169000
846,200,-76.190576,-0.38095287999999994,6.181226463317871,0.33025395833333315,169200
847,200,-91.131348,-0.45565674,5.952757000923157,0.3294622916666665,169400
848,200,-69.797034,-0.34898516999999996,6.075915803909302,0.328670625,169600
849,200,-75.048698,-0.37524349,5.859423308372498,0.32787895833333336,169800
850,200,-60.167482,-0.30083740999999997,5.935311703681946,0.32708729166666684,170000
851,200,-75.117452,-0.37558726,6.050830535888672,0.32629562499999987,170200
852,200,-66.939697,-0.334698485,6.013507404327393,0.32550395833333334,170400
853,200,-93.368118,-0.46684059,5.878799381256104,0.3247122916666667,170600
854,200,-63.963297,-0.319816485,5.758750534057617,0.3239206250000002,170800
855,200,-72.01713,-0.36008565,5.947691040039063,0.32312895833333355,171000
856,200,-94.995993,-0.474979965,5.9977266883850096,0.3223372916666666,171200
857,200,-54.906734,-0.27453367,5.66377580165863,0.32154562500000006,171400
858,200,-76.61754,-0.38308770000000003,5.773836631774902,0.3207539583333334,171600
859,200,-63.966964,-0.31983481999999996,5.887093448638916,0.31996229166666645,171800
860,200,-76.751553,-0.38375776500000003,5.846878328323364,0.31917062499999993,172000
861,200,-97.217539,-0.486087695,5.924272356033325,0.3183789583333333,172200
862,200,-91.805502,-0.45902751,5.765901222229004,0.31758729166666677,172400
863,200,-101.032971,-0.505164855,5.931634702682495,0.31679562500000014,172600
864,200,-26.454279,-0.13227139499999999,5.653670864105225,0.3160039583333333,172800
865,200,-86.76202,-0.43381010000000003,5.40007773399353,0.31521229166666676,173000
866,200,-57.985197,-0.289925985,5.880537786483765,0.3144206250000001,173200
867,200,-99.595328,-0.49797663999999997,5.754213857650757,0.31362895833333326,173400
868,200,-103.956587,-0.519782935,5.653790521621704,0.31283729166666663,173600
869,200,-63.448276,-0.31724138,5.687904114723206,0.3120456250000001,173800
870,200,-58.450334,-0.29225166999999996,5.328841795921326,0.31125395833333347,174000
871,200,-102.289373,-0.511446865,5.878809537887573,0.31046229166666695,174200
872,200,-60.713156,-0.30356578,5.691671104431152,0.309670625,174400
873,200,-63.813366,-0.31906683,5.676610012054443,0.30887895833333334,174600
874,200,-83.419095,-0.417095475,5.409886560440063,0.3080872916666668,174800
875,200,-93.29818,-0.4664909,5.4943328905105595,0.30729562499999985,175000
876,200,-115.624555,-0.578122775,5.609138250350952,0.3065039583333332,175200
877,200,-78.045495,-0.390227475,5.581006035804749,0.3057122916666667,175400
878,200,-105.902954,-0.52951477,5.485221681594848,0.30492062500000006,175600
879,200,-80.039678,-0.40019838999999996,5.473578410148621,0.30412895833333353,175800
880,200,-90.748495,-0.45374247500000003,5.329669823646546,0.30333729166666656,176000
881,200,-70.11785,-0.35058925,5.332033920288086,0.30254562500000004,176200
882,200,-89.955352,-0.44977676,5.736405143737793,0.3017539583333334,176400
883,200,-56.267898,-0.28133949,5.445537509918213,0.30096229166666655,176600
884,200,-64.898093,-0.324490465,5.27601128578186,0.300170625,176800
885,200,-106.06696,-0.5303348,5.395601282119751,0.2993789583333334,177000
886,200,-104.965763,-0.524828815,5.644333596229553,0.29858729166666687,177200
887,200,-69.827125,-0.34913562499999995,5.392234492301941,0.29779562500000023,177400
888,200,-117.376083,-0.586880415,5.361691966056823,0.29700395833333326,177600
889,200,-20.867417,-0.104337085,5.384501533508301,0.29621229166666674,177800
890,200,-106.249148,-0.53124574,5.435181612968445,0.2954206250000001,178000
891,200,-97.582567,-0.487912835,5.392561197280884,0.29462895833333314,178200
892,200,-124.183634,-0.6209181699999999,5.4493758535385135,0.2938372916666666,178400
893,200,-99.815887,-0.499079435,5.293312110900879,0.293045625,178600
894,200,-87.366379,-0.43683189499999997,5.369506483078003,0.29225395833333345,178800
895,200,-70.442275,-0.352211375,5.412064571380615,0.2914622916666668,179000
896,200,-75.598054,-0.37799027,5.572623453140259,0.29067062499999996,179200
897,200,-103.965569,-0.519827845,5.40886233329773,0.2898789583333333,179400
898,200,-71.232834,-0.35616417,5.400997409820556,0.2890872916666668,179600
899,200,-87.756616,-0.43878308,5.204307136535644,0.28829562499999983,179800
900,200,-98.849837,-0.494249185,5.231349964141845,0.2875039583333332,180000
901,200,-101.348151,-0.506740755,5.198373956680298,0.2867122916666667,180200
902,200,-102.605908,-0.51302954,5.241564683914184,0.28592062500000004,180400
903,200,25.590226,0.12795113,5.188898344039917,0.2851289583333335,180600
904,200,-106.530546,-0.53265273,5.3181866979598995,0.28433729166666666,180800
905,200,-105.353857,-0.526769285,5.150810437202454,0.283545625,181000
906,200,-89.699721,-0.448498605,5.413721914291382,0.2827539583333335,181200
907,200,-98.99049,-0.49495245,5.216011891365051,0.28196229166666653,181400
908,200,-107.724174,-0.53862087,5.406112198829651,0.2811706249999999,181600
909,200,-83.408441,-0.417042205,5.266956486701965,0.2803789583333334,181800
910,200,-113.299757,-0.566498785,5.226704196929932,0.27958729166666674,182000
911,200,-73.193116,-0.36596558,5.422997646331787,0.2787956250000002,182200
912,200,-117.199314,-0.58599657,5.310116691589355,0.27800395833333325,182400
913,200,-106.669806,-0.53334903,5.28023145198822,0.2772122916666667,182600
914,200,-66.9605,-0.3348025,5.356129732131958,0.2764206250000001,182800
915,200,-4.130149,-0.020650745,5.197543420791626,0.2756289583333331,183000
916,200,-74.850898,-0.37425449,5.209671473503112,0.2748372916666666,183200
917,200,-64.40822,-0.3220411,5.353757290840149,0.27404562499999996,183400
918,200,-92.206024,-0.46103012,5.281424217224121,0.27325395833333344,183600
919,200,-97.289233,-0.486446165,5.166047916412354,0.2724622916666668,183800
920,200,-91.275509,-0.456377545,5.120075507164001,0.27167062499999983,184000
921,200,-83.849296,-0.41924648,5.335093307495117,0.2708789583333333,184200
922,200,-51.752239,-0.258761195,5.137654676437378,0.2700872916666667,184400
923,200,-88.953415,-0.444767075,4.921836748123169,0.2692956249999998,184600
924,200,-104.850327,-0.5242516349999999,5.06049370765686,0.2685039583333333,184800
925,200,-73.672996,-0.36836498,5.169073958396911,0.26771229166666666,185000
926,200,-135.084679,-0.6754233949999999,5.146715168952942,0.26692062500000013,185200
927,200,-53.597292,-0.26798646000000004,5.370484504699707,0.2661289583333335,185400
928,200,-80.74928,-0.4037464,5.092365531921387,0.26533729166666664,185600
929,200,-95.115312,-0.47557656000000004,5.12070848941803,0.264545625,185800
930,200,-95.250573,-0.476252865,5.075213131904602,0.2637539583333335,186000
931,200,-44.892757,-0.22446378500000003,5.0547767162323,0.2629622916666665,186200
932,200,-65.957402,-0.32978701,4.984492621421814,0.2621706249999999,186400
933,200,-61.198934,-0.30599467,5.142072858810425,0.26137895833333336,186600
934,200,-73.735753,-0.368678765,5.132570667266846,0.2605872916666667,186800
935,200,-106.015589,-0.530077945,4.7410506868362425,0.2597956250000002,187000
936,200,-104.477068,-0.52238534,5.254283843040466,0.25900395833333323,187200
937,200,-83.639582,-0.41819791,5.1444259357452395,0.2582122916666666,187400
938,200,-75.345264,-0.37672632,4.709457116127014,0.25742062500000007,187600
939,200,-54.230756,-0.27115378,4.980881872177124,0.2566289583333331,187800
940,200,-70.459607,-0.352298035,4.858226518630982,0.2558372916666666,188000
941,200,-79.024853,-0.395124265,5.070505986213684,0.25504562499999994,188200
942,200,-56.998357,-0.284991785,4.959454078674316,0.2542539583333334,188400
943,200,-60.149237,-0.300746185,4.872764859199524,0.2534622916666668,188600
944,200,-79.085118,-0.39542559,4.880138025283814,0.2526706249999999,188800
945,200,-58.680434,-0.29340217,4.796904287338257,0.2518789583333334,189000
946,200,-78.18607,-0.39093035,5.133072395324707,0.25108729166666677,189200
947,200,-79.9839,-0.39991950000000004,4.7378810691833495,0.2502956249999998,189400
948,200,-94.20925,-0.47104625,5.003243045806885,0.24950395833333328,189600
949,200,-103.971485,-0.519857425,4.916041016578674,0.24871229166666664,189800
950,200,-91.294349,-0.456471745,4.967692775726318,0.24792062500000012,190000
951,200,-58.53866,-0.2926933,4.971247248649597,0.24712895833333348,190200
952,200,-76.091985,-0.380459925,4.811552014350891,0.2463372916666665,190400
953,200,-56.817106,-0.28408553000000003,4.8589982986450195,0.245545625,190600
954,200,-63.6524,-0.318262,4.891593976020813,0.24475395833333335,190800
955,200,-57.582308,-0.28791153999999997,4.8164228820800785,0.2439622916666665,191000
956,200,-18.471106,-0.09235552999999999,5.0439936065673825,0.24317062499999986,191200
957,200,-123.148613,-0.615743065,4.9310276365280155,0.24237895833333334,191400
958,200,-94.393219,-0.47196609500000003,4.934965996742249,0.2415872916666667,191600
959,200,-69.590983,-0.347954915,4.7254633045196535,0.24079562500000018,191800
960,200,-45.342459,-0.22671229499999998,4.616454238891602,0.2400039583333332,192000
961,200,-107.360644,-0.5368032199999999,4.786756625175476,0.23921229166666658,192200
962,200,-116.946344,-0.58473172,4.687419047355652,0.23842062500000005,192400
963,200,-108.673269,-0.543366345,4.496732110977173,0.2376289583333332,192600
964,200,-42.584915,-0.212924575,4.702965950965881,0.23683729166666656,192800
965,200,-99.201753,-0.49600876499999996,4.490924487113952,0.23604562500000004,193000
966,200,-74.711386,-0.37355693,4.701043062210083,0.2352539583333334,193200
967,200,-70.964752,-0.35482376000000004,4.597806720733643,0.23446229166666688,193400
968,200,-71.510215,-0.357551075,4.595640296936035,0.2336706249999999,193600
969,200,-64.051738,-0.32025869,4.373835325241089,0.23287895833333327,193800
970,200,-69.726019,-0.348630095,4.500337595939636,0.23208729166666675,194000
971,200,-17.462264,-0.08731132000000001,4.512304382324219,0.23129562499999978,194200
972,200,-15.540288,-0.07770144,4.5302740716934204,0.23050395833333326,194400
973,200,-70.528077,-0.352640385,4.498814492225647,0.22971229166666662,194600
974,200,61.145639,0.30572819500000004,4.30698444366455,0.2289206250000001,194800
975,200,-81.127867,-0.405639335,4.434673390388489,0.22812895833333346,195000
976,200,-63.952637,-0.319763185,4.520157957077027,0.2273372916666665,195200
977,200,-69.181119,-0.34590559499999995,4.223756728172302,0.22654562499999997,195400
978,200,-125.237733,-0.626188665,4.242159609794617,0.22575395833333334,195600
979,200,35.410644,0.17705321999999998,4.15488874912262,0.2249622916666668,195800
980,200,-70.112451,-0.350562255,4.354135537147522,0.22417062500000018,196000
981,200,-80.132019,-0.400660095,4.434031095504761,0.2233789583333332,196200
982,200,-75.262058,-0.37631029,4.1773686122894285,0.2225872916666667,196400
983,200,-45.204423,-0.226022115,4.04782844543457,0.22179562500000005,196600
984,200,-90.556424,-0.45278212,4.242823691368103,0.2210039583333332,196800
985,200,-107.293757,-0.536468785,4.199650411605835,0.22021229166666667,197000
986,200,-126.239009,-0.631195045,4.387977499961853,0.21942062500000004,197200
987,200,-82.571729,-0.412858645,4.033946132659912,0.2186289583333335,197400
988,200,-106.936879,-0.534684395,3.9886008501052856,0.21783729166666688,197600
989,200,-89.393483,-0.44696741500000003,4.2555025911331175,0.21704562500000002,197800
990,200,-48.975487,-0.244877435,4.164232592582703,0.21625395833333338,198000
991,200,-78.185029,-0.390925145,4.349479637145996,0.21546229166666686,198200
992,200,-51.164329,-0.255821645,4.04404920578003,0.2146706249999999,198400
993,200,-111.19068,-0.5559534,3.9757683658599854,0.21387895833333326,198600
994,200,-65.753334,-0.32876667,4.229963817596436,0.21308729166666673,198800
995,200,-83.695239,-0.418476195,4.088700904846191,0.2122956250000001,199000
996,200,-64.185063,-0.320925315,4.44459342956543,0.21150395833333357,199200
997,200,-28.307109,-0.141535545,4.096187891960144,0.2107122916666666,199400
998,200,-72.7778,-0.363889,4.072643632888794,0.20992062499999997,199600
999,200,-65.909568,-0.32954784,4.122011070251465,0.20912895833333345,199800
1000,200,-82.575745,-0.412878725,3.9666920471191407,0.20833729166666648,200000
1001,200,-65.828818,-0.32914409,4.008403353691101,0.20754562499999996,200200
1002,200,-82.395866,-0.41197933,4.089048709869385,0.20675395833333332,200400
1003,200,43.805776,0.21902888,4.045553212165832,0.20596229166666646,200600
1004,200,-19.566085,-0.097830425,3.93983717918396,0.20517062500000016,200800
1005,200,-110.163976,-0.55081988,4.004334573745727,0.2043789583333333,201000
1006,200,-52.121088,-0.26060544,4.231507062911987,0.20358729166666678,201200
1007,200,-9.741372,-0.04870686,4.043816013336182,0.20279562500000015,201400
1008,200,-122.139356,-0.61069678,4.112351884841919,0.20200395833333318,201600
1009,200,-72.831131,-0.364155655,4.058397765159607,0.20121229166666665,201800
1010,200,-76.114164,-0.38057082000000003,3.816610403060913,0.20042062500000002,202000
1011,200,-61.962318,-0.30981159,3.9735831451416015,0.19962895833333305,202200
1012,200,-55.733661,-0.278668305,3.9719073009490966,0.19883729166666686,202400
1013,200,-78.586587,-0.392932935,3.8836179685592653,0.1980456249999999,202600
1014,200,-71.592165,-0.357960825,3.786484169960022,0.19725395833333337,202800
