seed,episode,episode_length,total_reward,average_reward_per_step,average_absolute_td_error,epsilon,timesteps
2,1,250,-454.3670654296875,-1.817468285560608,0.0,1.0,250
2,2,250,-474.7904968261719,-1.8991619348526,0.0,0.9996041655540466,500
2,3,250,-489.62225341796875,-1.9584890604019165,0.0,0.9992083311080933,750
2,4,250,-481.5444030761719,-1.9261776208877563,0.0,0.9988124966621399,1000
2,5,250,-458.525390625,-1.8341015577316284,0.3155604898929596,0.9984166622161865,1250
2,6,250,-455.3520812988281,-1.8214082717895508,0.07782009243965149,0.9980208277702332,1500
2,7,250,-492.2667236328125,-1.969066858291626,0.0745607540011406,0.9976249933242798,1750
2,8,250,-472.68865966796875,-1.8907545804977417,0.041315820068120956,0.9972291588783264,2000
2,9,250,-486.90362548828125,-1.9476145505905151,0.07581525295972824,0.996833324432373,2250
2,10,250,-469.8371887207031,-1.8793487548828125,0.02549099363386631,0.9964374899864197,2500
2,11,250,-474.2122802734375,-1.8968491554260254,0.02187485061585903,0.9960416555404663,2750
2,12,250,-468.06561279296875,-1.8722624778747559,0.01926928386092186,0.9956458210945129,3000
2,13,250,-485.8789978027344,-1.9435160160064697,0.05635485053062439,0.9952499866485596,3250
2,14,250,-429.80096435546875,-1.7192038297653198,0.02536802738904953,0.9948541522026062,3500
2,15,250,-485.8302307128906,-1.943320870399475,0.024164840579032898,0.9944583177566528,3750
2,16,250,-461.7145690917969,-1.846858263015747,0.02108064480125904,0.9940624833106995,4000
2,17,250,-483.9915771484375,-1.9359662532806396,0.060325149446725845,0.9936666488647461,4250
2,18,250,-438.63494873046875,-1.7545398473739624,0.030310045927762985,0.9932708144187927,4500
2,19,250,-486.7545166015625,-1.947018027305603,0.027661157771945,0.9928749799728394,4750
2,20,250,-429.2396545410156,-1.7169586420059204,0.025039780884981155,0.992479145526886,5000
2,21,250,-455.1968688964844,-1.8207874298095703,0.06426011770963669,0.9920833110809326,5250
2,22,250,-488.2926940917969,-1.9531707763671875,0.03712456300854683,0.9916874766349792,5500
2,23,250,-441.5698547363281,-1.7662794589996338,0.03188496083021164,0.9912916421890259,5750
2,24,250,-486.2742919921875,-1.9450972080230713,0.02777712605893612,0.9908958077430725,6000
2,25,250,-455.039306640625,-1.8201571702957153,0.07277394831180573,0.9904999732971191,6250
2,26,250,-462.0357360839844,-1.8481429815292358,0.04068448394536972,0.9901041388511658,6500
2,27,250,-467.57177734375,-1.8702870607376099,0.03498770296573639,0.9897083044052124,6750
2,28,250,-486.2261657714844,-1.9449046850204468,0.032848622649908066,0.9893125295639038,7000
2,29,250,-478.3343200683594,-1.913337230682373,0.07527945190668106,0.9889166951179504,7250
2,30,250,-473.9223937988281,-1.895689606666565,0.042855825275182724,0.9885208606719971,7500
2,31,250,-474.6488952636719,-1.8985955715179443,0.04002046957612038,0.9881250262260437,7750
2,32,250,-429.6015319824219,-1.718406081199646,0.03766613081097603,0.9877291917800903,8000
2,33,250,-481.8443908691406,-1.9273775815963745,0.0808008462190628,0.987333357334137,8250
2,34,250,-485.3780517578125,-1.9415122270584106,0.050431620329618454,0.9869375228881836,8500
2,35,250,-482.0582580566406,-1.928233027458191,0.048810359090566635,0.9865416884422302,8750
2,36,250,-471.93621826171875,-1.8877449035644531,0.046348076313734055,0.9861458539962769,9000
2,37,250,-390.4521179199219,-1.561808466911316,0.09183609485626221,0.9857500195503235,9250
2,38,250,-467.2610778808594,-1.869044303894043,0.06335773319005966,0.9853541851043701,9500
2,39,250,-489.38385009765625,-1.9575353860855103,0.05899050086736679,0.9849583506584167,9750
2,40,250,-429.9722595214844,-1.7198890447616577,0.05707629770040512,0.9845625162124634,10000
2,41,250,-475.6438293457031,-1.9025753736495972,0.11279328167438507,0.98416668176651,10250
2,42,250,-470.1288757324219,-1.880515456199646,0.0733698233962059,0.9837708473205566,10500
2,43,250,-481.82769775390625,-1.927310824394226,0.0739642009139061,0.9833750128746033,10750
2,44,250,-470.8371276855469,-1.8833484649658203,0.06892010569572449,0.9829791784286499,11000
2,45,250,-459.13751220703125,-1.836549997329712,0.13237927854061127,0.9825833439826965,11250
2,46,250,-476.7992248535156,-1.9071968793869019,0.09175147116184235,0.9821875095367432,11500
2,47,250,-492.0666809082031,-1.9682667255401611,0.08264822512865067,0.9817916750907898,11750
2,48,250,-411.69989013671875,-1.6467995643615723,0.07982248812913895,0.9813958406448364,12000
2,49,250,-344.7598876953125,-1.3790395259857178,0.17024783790111542,0.9810000061988831,12250
2,50,250,-442.6952819824219,-1.77078115940094,0.11955958604812622,0.9806041717529297,12500
2,51,250,-466.03302001953125,-1.864132046699524,0.1078626811504364,0.9802083373069763,12750
2,52,250,-472.4873352050781,-1.8899493217468262,0.1048523485660553,0.979812502861023,13000
2,53,250,-458.24798583984375,-1.8329919576644897,0.19261279702186584,0.9794166684150696,13250
2,54,250,-399.7294921875,-1.5989179611206055,0.13023360073566437,0.9790208339691162,13500
2,55,250,-492.5489501953125,-1.9701957702636719,0.1156349703669548,0.9786249995231628,13750
2,56,250,-473.2899169921875,-1.8931596279144287,0.11442198604345322,0.9782291650772095,14000
2,57,250,-488.07647705078125,-1.9523059129714966,0.2017071694135666,0.9778333306312561,14250
2,58,250,-423.315673828125,-1.6932626962661743,0.1431836187839508,0.9774374961853027,14500
2,59,250,-474.68145751953125,-1.8987258672714233,0.1357973963022232,0.9770416617393494,14750
2,60,250,-488.773681640625,-1.9550946950912476,0.12744608521461487,0.976645827293396,15000
2,61,250,-443.3758239746094,-1.773503303527832,0.21958200633525848,0.9762499928474426,15250
2,62,250,-466.4754333496094,-1.8659017086029053,0.16327713429927826,0.9758541584014893,15500
2,63,250,-412.2782287597656,-1.6491129398345947,0.14160750806331635,0.9754583239555359,15750
2,64,250,-403.2139892578125,-1.6128559112548828,0.14029070734977722,0.9750624895095825,16000
2,65,250,-438.036376953125,-1.752145528793335,0.2250649333000183,0.9746666550636292,16250
2,66,250,-426.39776611328125,-1.705591082572937,0.17261654138565063,0.9742708206176758,16500
2,67,250,-467.4656066894531,-1.86986243724823,0.1478157341480255,0.9738749861717224,16750
2,68,250,-492.3568115234375,-1.969427227973938,0.1542886346578598,0.973479151725769,17000
2,69,250,-471.4541931152344,-1.8858168125152588,0.22367258369922638,0.9730833172798157,17250
2,70,250,-440.2622985839844,-1.7610491514205933,0.1762976199388504,0.9726874828338623,17500
2,71,250,-449.8162536621094,-1.7992650270462036,0.1635192334651947,0.9722916483879089,17750
2,72,250,-411.64288330078125,-1.6465715169906616,0.16481633484363556,0.9718958139419556,18000
2,73,250,-453.2501220703125,-1.8130004405975342,0.2519441545009613,0.9714999794960022,18250
2,74,250,-473.455810546875,-1.893823266029358,0.19969238340854645,0.9711041450500488,18500
2,75,250,-477.459716796875,-1.9098389148712158,0.18168127536773682,0.9707083106040955,18750
2,76,250,-447.1381530761719,-1.7885526418685913,0.17020264267921448,0.9703124761581421,19000
2,77,250,-472.02923583984375,-1.8881169557571411,0.26031482219696045,0.9699166417121887,19250
2,78,250,-475.3537902832031,-1.9014151096343994,0.21065910160541534,0.9695208072662354,19500
2,79,250,-452.26593017578125,-1.8090636730194092,0.20267608761787415,0.969124972820282,19750
2,80,250,-490.21331787109375,-1.9608532190322876,0.19518862664699554,0.9687291383743286,20000
2,81,250,-444.8921203613281,-1.7795684337615967,0.27190548181533813,0.96833336353302,20250
2,82,250,-471.2811279296875,-1.8851245641708374,0.22265999019145966,0.9679374694824219,20500
2,83,250,-466.300537109375,-1.8652021884918213,0.21219979226589203,0.9675416946411133,20750
2,84,250,-405.3177795410156,-1.6212711334228516,0.21060660481452942,0.9671458601951599,21000
2,85,250,-447.5725402832031,-1.790290117263794,0.27304187417030334,0.9667500257492065,21250
2,86,250,-447.0348205566406,-1.7881392240524292,0.2207048386335373,0.9663541913032532,21500
2,87,250,-478.55670166015625,-1.914226770401001,0.21828733384609222,0.9659583568572998,21750
2,88,250,-444.9081726074219,-1.7796326875686646,0.21057923138141632,0.9655625224113464,22000
2,89,250,-454.9676208496094,-1.8198704719543457,0.26664382219314575,0.9651666879653931,22250
