seed,episode,episode_length,total_reward,average_reward_per_step,average_absolute_td_error,epsilon,timesteps
4,1,250,-473.1885986328125,-1.8927544355392456,0.0,1.0,250
4,2,250,-483.73309326171875,-1.9349323511123657,0.0,0.9996041655540466,500
4,3,250,-492.1767578125,-1.9687070846557617,0.0,0.9992083311080933,750
4,4,250,-451.35357666015625,-1.8054143190383911,0.0,0.9988124966621399,1000
4,5,250,-494.9327087402344,-1.9797308444976807,0.6895527243614197,0.9984166622161865,1250
4,6,250,-490.74560546875,-1.962982416152954,0.06657054275274277,0.9980208277702332,1500
4,7,250,-484.4105224609375,-1.9376420974731445,0.05896575376391411,0.9976249933242798,1750
4,8,250,-495.9583435058594,-1.9838334321975708,0.05341571941971779,0.9972291588783264,2000
4,9,250,-485.5643615722656,-1.9422574043273926,0.09235776215791702,0.996833324432373,2250
4,10,250,-484.1806640625,-1.9367226362228394,0.0318385548889637,0.9964374899864197,2500
4,11,250,-494.4186096191406,-1.9776744842529297,0.03074122779071331,0.9960416555404663,2750
4,12,250,-401.3695983886719,-1.6054784059524536,0.033467523753643036,0.9956458210945129,3000
4,13,250,-497.0335388183594,-1.9881341457366943,0.07234197109937668,0.9952499866485596,3250
4,14,250,-436.9318542480469,-1.747727394104004,0.033682819455862045,0.9948541522026062,3500
4,15,250,-468.97564697265625,-1.875902533531189,0.024433458223938942,0.9944583177566528,3750
4,16,250,-476.6617736816406,-1.9066470861434937,0.023964839056134224,0.9940624833106995,4000
4,17,250,-475.20196533203125,-1.9008078575134277,0.06545562297105789,0.9936666488647461,4250
4,18,250,-492.85906982421875,-1.9714362621307373,0.02879989519715309,0.9932708144187927,4500
4,19,250,-487.6793212890625,-1.9507173299789429,0.025301508605480194,0.9928749799728394,4750
4,20,250,-480.8285217285156,-1.923314094543457,0.0240322295576334,0.992479145526886,5000
4,21,250,-457.1359558105469,-1.828543782234192,0.06286400556564331,0.9920833110809326,5250
4,22,250,-482.25018310546875,-1.929000735282898,0.034558363258838654,0.9916874766349792,5500
4,23,250,-481.3113098144531,-1.9252452850341797,0.02836744114756584,0.9912916421890259,5750
4,24,250,-410.439453125,-1.641757845878601,0.027261806651949883,0.9908958077430725,6000
4,25,250,-474.46533203125,-1.897861361503601,0.06795411556959152,0.9904999732971191,6250
4,26,250,-465.90631103515625,-1.8636252880096436,0.038237471133470535,0.9901041388511658,6500
4,27,250,-461.21630859375,-1.8448652029037476,0.03413663059473038,0.9897083044052124,6750
